antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'area_mean_Average'})	frozenset({'radius_mean_Average'})	0.19859402460456943	0.19859402460456943	0.19332161687170474	0.9734513274336283	4.901715091236588	0.1538820302630644	30.186291739894504	0.9932416267942583
frozenset({'radius_mean_Average'})	frozenset({'area_mean_Average'})	0.19859402460456943	0.19859402460456943	0.19332161687170474	0.9734513274336283	4.901715091236588	0.1538820302630644	30.186291739894504	0.9932416267942583
frozenset({'area_mean_High'})	frozenset({'radius_mean_High'})	0.20035149384885764	0.20035149384885764	0.1968365553602812	0.9824561403508771	4.903662665435518	0.15669583427281236	45.57996485061497	0.9955259026687598
frozenset({'radius_mean_High'})	frozenset({'area_mean_High'})	0.20035149384885764	0.20035149384885764	0.1968365553602812	0.9824561403508771	4.903662665435518	0.15669583427281236	45.57996485061497	0.9955259026687598
frozenset({'area_mean_Low'})	frozenset({'radius_mean_Low'})	0.20035149384885764	0.20035149384885764	0.19332161687170474	0.9649122807017544	4.8160972606955985	0.15318089578423588	22.78998242530756	0.9908891108891108
frozenset({'radius_mean_Low'})	frozenset({'area_mean_Low'})	0.20035149384885764	0.20035149384885764	0.19332161687170474	0.9649122807017544	4.8160972606955985	0.15318089578423588	22.78998242530756	0.9908891108891108
frozenset({'area_mean_Very_high'})	frozenset({'diagnosis_M'})	0.20035149384885764	0.37258347978910367	0.19859402460456943	0.9912280701754387	2.6604187355180406	0.12394636784541685	71.52548330404287	0.7804920742973841
frozenset({'area_mean_Very_high'})	frozenset({'perimeter_mean_Very_high'})	0.20035149384885764	0.20035149384885764	0.19507908611599298	0.9736842105263158	4.859879963065559	0.15493836502852415	30.386643233743442	0.9932283932283934
frozenset({'perimeter_mean_Very_high'})	frozenset({'area_mean_Very_high'})	0.20035149384885764	0.20035149384885764	0.19507908611599298	0.9736842105263158	4.859879963065559	0.15493836502852415	30.386643233743442	0.9932283932283934
frozenset({'area_mean_Very_high'})	frozenset({'radius_mean_Very_high'})	0.20035149384885764	0.20035149384885764	0.19859402460456943	0.9912280701754387	4.9474453678054795	0.15845330351710057	91.15992970123109	0.9977827482252261
frozenset({'radius_mean_Very_high'})	frozenset({'area_mean_Very_high'})	0.20035149384885764	0.20035149384885764	0.19859402460456943	0.9912280701754387	4.9474453678054795	0.15845330351710057	91.15992970123109	0.9977827482252261
frozenset({'area_mean_Very_low'})	frozenset({'diagnosis_B'})	0.20035149384885764	0.6274165202108963	0.19507908611599298	0.9736842105263158	1.5518944419873213	0.06937524902628792	14.158172231985954	0.44472824472824474
frozenset({'perimeter_mean_Very_low'})	frozenset({'area_mean_Very_low'})	0.20035149384885764	0.20035149384885764	0.19156414762741653	0.9561403508771931	4.772314558325639	0.15142342653994767	18.23198594024608	0.9885069059380985
frozenset({'area_mean_Very_low'})	frozenset({'perimeter_mean_Very_low'})	0.20035149384885764	0.20035149384885764	0.19156414762741653	0.9561403508771931	4.772314558325639	0.15142342653994767	18.23198594024608	0.9885069059380985
frozenset({'radius_mean_Very_low'})	frozenset({'area_mean_Very_low'})	0.20035149384885764	0.20035149384885764	0.1968365553602812	0.9824561403508771	4.903662665435518	0.15669583427281236	45.57996485061497	0.9955259026687598
frozenset({'area_mean_Very_low'})	frozenset({'radius_mean_Very_low'})	0.20035149384885764	0.20035149384885764	0.1968365553602812	0.9824561403508771	4.903662665435518	0.15669583427281236	45.57996485061497	0.9955259026687598
frozenset({'area_se_Very_high'})	frozenset({'diagnosis_M'})	0.20035149384885764	0.37258347978910367	0.19859402460456943	0.9912280701754387	2.6604187355180406	0.12394636784541685	71.52548330404287	0.7804920742973841
frozenset({'area_se_Very_low'})	frozenset({'diagnosis_B'})	0.1968365553602812	0.6274165202108963	0.19332161687170474	0.9821428571428571	1.565376150460184	0.06982311025725765	20.86467486818975	0.4496916650089516
frozenset({'area_worst_Low'})	frozenset({'diagnosis_B'})	0.20035149384885764	0.6274165202108963	0.19156414762741653	0.9561403508771931	1.5239323799695317	0.06586031053771146	8.49490333919158	0.4299425345296905
frozenset({'area_worst_Very_high'})	frozenset({'diagnosis_M'})	0.20210896309314588	0.37258347978910367	0.20210896309314588	1.0	2.6839622641509435	0.12680650232733406	inf	0.7863436123348018
frozenset({'area_worst_Very_high'})	frozenset({'perimeter_worst_Very_high'})	0.20210896309314588	0.20210896309314588	0.19332161687170474	0.9565217391304347	4.732703213610585	0.15247358390911814	18.35149384885761	0.988486183420104
frozenset({'perimeter_worst_Very_high'})	frozenset({'area_worst_Very_high'})	0.20210896309314588	0.20210896309314588	0.19332161687170474	0.9565217391304347	4.732703213610585	0.15247358390911814	18.35149384885761	0.988486183420104
frozenset({'area_worst_Very_high'})	frozenset({'radius_worst_Very_high'})	0.20210896309314588	0.20035149384885764	0.1968365553602812	0.9739130434782608	4.861022120518688	0.15634372268432578	30.653192735793706	0.9954767149150409
frozenset({'radius_worst_Very_high'})	frozenset({'area_worst_Very_high'})	0.20035149384885764	0.20210896309314588	0.1968365553602812	0.9824561403508771	4.861022120518688	0.15634372268432578	45.47978910369054	0.9932888540031397
frozenset({'area_worst_Very_low'})	frozenset({'diagnosis_B'})	0.20035149384885764	0.6274165202108963	0.20035149384885764	1.0	1.5938375350140055	0.07464765675915258	inf	0.4659340659340659
frozenset({'area_worst_Very_low'})	frozenset({'radius_worst_Very_low'})	0.20035149384885764	0.20035149384885764	0.19507908611599298	0.9736842105263158	4.859879963065559	0.15493836502852415	30.386643233743442	0.9932283932283934
frozenset({'radius_worst_Very_low'})	frozenset({'area_worst_Very_low'})	0.20035149384885764	0.20035149384885764	0.19507908611599298	0.9736842105263158	4.859879963065559	0.15493836502852415	30.386643233743442	0.9932283932283934
