antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'Chest_pain_type_Very_high'})	frozenset({'FBS_over_120_0'})	0.7703703703703704	0.8518518518518519	0.6592592592592592	0.8557692307692307	1.0045986622073577	0.0030178326474622486	1.0271604938271601	0.019934758970641352
frozenset({'FBS_over_120_0'})	frozenset({'Chest_pain_type_Very_high'})	0.8518518518518519	0.7703703703703704	0.6592592592592592	0.7739130434782608	1.0045986622073577	0.0030178326474622486	1.0156695156695155	0.030898876404494093
frozenset({'Chest_pain_type_Very_high'})	frozenset({'Sex_1'})	0.7703703703703704	0.6777777777777778	0.5222222222222223	0.6778846153846154	1.00015762925599	8.230452674895528e-05	1.0003316749585407	0.0006863417982153785
frozenset({'Sex_1'})	frozenset({'Chest_pain_type_Very_high'})	0.6777777777777778	0.7703703703703704	0.5222222222222223	0.7704918032786885	1.00015762925599	8.230452674895528e-05	1.0005291005291004	0.0004891171435557871
frozenset({'Exercise_angina_0'})	frozenset({'FBS_over_120_0'})	0.6703703703703704	0.8518518518518519	0.5703703703703704	0.850828729281768	0.9987989430699016	-0.000685871056241405	0.993141289437586	-0.003634777551613727
frozenset({'FBS_over_120_0'})	frozenset({'Exercise_angina_0'})	0.8518518518518519	0.6703703703703704	0.5703703703703704	0.6695652173913044	0.9987989430699015	-0.000685871056241405	0.9975633528265108	-0.008051529790659973
frozenset({'Number_of_vessels_fluro_Very_low'})	frozenset({'FBS_over_120_0'})	0.5925925925925926	0.8518518518518519	0.5222222222222223	0.8812500000000001	1.0345108695652174	0.01742112482853231	1.2475633528265115	0.08188265635074178
frozenset({'FBS_over_120_0'})	frozenset({'Number_of_vessels_fluro_Very_low'})	0.8518518518518519	0.5925925925925926	0.5222222222222223	0.6130434782608696	1.0345108695652174	0.01742112482853231	1.0528506034124012	0.22517730496453994
frozenset({'FBS_over_120_0'})	frozenset({'Sex_1'})	0.8518518518518519	0.6777777777777778	0.5703703703703704	0.6695652173913044	0.9878831076265145	-0.006995884773662531	0.9751461988304093	-0.07646176911544207
frozenset({'Sex_1'})	frozenset({'FBS_over_120_0'})	0.6777777777777778	0.8518518518518519	0.5703703703703704	0.8415300546448088	0.9878831076265147	-0.006995884773662531	0.934865900383142	-0.03666954270923199
