antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'Age_Adult'})	frozenset({'Outcome_0'})	0.20442708333333334	0.6510416666666666	0.12760416666666666	0.6242038216560509	0.9587770700636943	-0.005486382378472238	0.9285840395480226	-0.051272300915803294
frozenset({'Age_Old'})	frozenset({'Insulin_Very_low'})	0.20442708333333334	0.6002604166666666	0.12760416666666666	0.6242038216560509	1.039888362325048	0.004894680447048605	1.0637138064971752	0.04821470322990074
frozenset({'Age_Teen'})	frozenset({'Outcome_0'})	0.21484375	0.6510416666666666	0.16666666666666666	0.7757575757575758	1.1915636363636364	0.02679443359375	1.5561655405405408	0.20475746268656717
frozenset({'Age_Very_old'})	frozenset({'Insulin_Very_low'})	0.20052083333333334	0.6002604166666666	0.13411458333333334	0.6688311688311689	1.114235005775136	0.013749864366319461	1.207056781045752	0.1282375636444137
frozenset({'Age_Very_young'})	frozenset({'Insulin_Very_low'})	0.17578125	0.6002604166666666	0.10807291666666667	0.6148148148148148	1.024246806459388	0.0025583902994791713	1.0377854567307694	0.02872152115571295
frozenset({'Age_Very_young'})	frozenset({'Outcome_0'})	0.17578125	0.6510416666666666	0.15494791666666666	0.8814814814814814	1.3539555555555556	0.04050699869791666	2.9443359374999987	0.31717710780994857
frozenset({'BMI_Low'})	frozenset({'Insulin_Very_low'})	0.20182291666666666	0.6002604166666666	0.13671875	0.6774193548387097	1.1285424392974601	0.015572441948784738	1.2391927083333336	0.14270177891711347
frozenset({'BMI_Low'})	frozenset({'Outcome_0'})	0.20182291666666666	0.6510416666666666	0.14973958333333334	0.7419354838709679	1.1396129032258067	0.018344455295138923	1.3522135416666674	0.15348606284133653
frozenset({'BMI_Very_low'})	frozenset({'Insulin_Very_low'})	0.19270833333333334	0.6002604166666666	0.14322916666666666	0.7432432432432432	1.2382013249692208	0.027553982204861105	1.5568804824561402	0.23829912023460406
frozenset({'BMI_Very_low'})	frozenset({'Outcome_0'})	0.19270833333333334	0.6510416666666666	0.17578125	0.9121621621621622	1.4010810810810812	0.050320095486111105	3.972756410256411	0.3545997610513739
frozenset({'BMI_Very_low'})	frozenset({'SkinThickness_Very_low'})	0.19270833333333334	0.390625	0.1328125	0.6891891891891891	1.7643243243243243	0.05753580729166666	1.9605978260869563	0.5366223908918406
frozenset({'BloodPressure_Average'})	frozenset({'Outcome_0'})	0.19010416666666666	0.6510416666666666	0.12369791666666667	0.6506849315068494	0.9994520547945207	-6.781684027776236e-05	0.9989787581699349	-0.0006764755623201574
frozenset({'BloodPressure_High'})	frozenset({'Insulin_Very_low'})	0.23958333333333334	0.6002604166666666	0.15104166666666666	0.6304347826086956	1.0502687918513627	0.007229275173611105	1.0816482843137254	0.06294284364666977
frozenset({'BloodPressure_High'})	frozenset({'Outcome_0'})	0.23958333333333334	0.6510416666666666	0.15364583333333334	0.6413043478260869	0.9850434782608696	-0.0023328993055555525	0.9728535353535354	-0.01957659913498746
